orgyear,orgtype,orgid,orgchapter,rowid,rowname,rowlevel,rowparent,rozpocet,pozmenach,skutecnost
2010,chapter,361,361,0,Akademie věd České republiky,0,None,5157946,5160162,5026580
2010,chapter,361,361,1,Běžné výdaje,tree-depth-1,0,4646752,4129554,4073121
2010,chapter,361,361,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,23279,34836,32762
2010,chapter,361,361,3,Nákup materiálu,tree-depth-3,2,3280,1102,844
2010,chapter,361,361,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,1419,359,328
2010,chapter,361,361,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,592,393,230
2010,chapter,361,361,6,Nákup materiálu jinde nezařazený,tree-depth-4,3,1269,350,285
2010,chapter,361,361,7,Nákup služeb,tree-depth-3,2,13215,22600,21888
2010,chapter,361,361,8,"Konzultační, poradenské a právní služby",tree-depth-4,7,530,546,545
2010,chapter,361,361,9,Nájemné,tree-depth-4,7,1725,128,78
2010,chapter,361,361,10,Nákup ostatních služeb,tree-depth-4,7,9734,7457,7174
2010,chapter,361,361,11,Služby peněžních ústavů,tree-depth-4,7,340,420,147
2010,chapter,361,361,12,Služby pošt,tree-depth-4,7,7,4,0
2010,chapter,361,361,13,Služby školení a vzdělávání,tree-depth-4,7,187,235,229
2010,chapter,361,361,14,Služby telekomunikací a radiokomunikací,tree-depth-4,7,692,13810,13678
2010,chapter,361,361,15,Služby zpracování dat,tree-depth-4,7,0,0,36
2010,chapter,361,361,16,"Nákup vody, paliv a energie",tree-depth-3,2,5205,1319,1187
2010,chapter,361,361,17,Elektrická energie,tree-depth-4,16,2330,640,628
2010,chapter,361,361,18,Pohonné hmoty a maziva,tree-depth-4,16,0,4,3
2010,chapter,361,361,19,Studená voda,tree-depth-4,16,955,95,69
2010,chapter,361,361,20,Teplo,tree-depth-4,16,1920,580,487
2010,chapter,361,361,21,Ostatní nákupy,tree-depth-3,2,1509,9695,8781
2010,chapter,361,361,22,Cestovné (tuzemské i zahraniční),tree-depth-4,21,717,8698,8249
2010,chapter,361,361,23,Ostatní nákupy jinde nezařazené,tree-depth-4,21,7,10,1
2010,chapter,361,361,24,Pohoštění,tree-depth-4,21,635,737,422
2010,chapter,361,361,25,Účastnické poplatky na konference,tree-depth-4,21,150,250,109
2010,chapter,361,361,26,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,70,120,64
2010,chapter,361,361,27,Věcné dary,tree-depth-4,26,70,120,64
2010,chapter,361,361,28,Neinvestiční transfery do zahraničí,tree-depth-2,1,2800,4994,4994
2010,chapter,361,361,29,Ostatní neinvestiční transfery do zahraničí,tree-depth-3,28,2800,4994,4994
2010,chapter,361,361,30,Ostatní neinvestiční transfery do zahraničí,tree-depth-4,29,2800,4994,4994
2010,chapter,361,361,31,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,860,2505,2488
2010,chapter,361,361,32,Náhrady placené obyvatelstvu,tree-depth-3,31,70,70,53
2010,chapter,361,361,33,Náhrady mezd v době nemoci,tree-depth-4,32,70,70,53
2010,chapter,361,361,34,Ostatní neinvestiční transfery obyvatelstvu,tree-depth-3,31,790,2435,2435
2010,chapter,361,361,35,Neinvestiční transfery obyvatelstvu nemající charakter daru,tree-depth-4,34,790,2435,2435
2010,chapter,361,361,36,Neinvestiční transfery soukromoprávním subjektům,tree-depth-2,1,49500,50500,50457
2010,chapter,361,361,37,Neinvestiční transfery neziskovým a podobným organizacím,tree-depth-3,36,6712,7728,7685
2010,chapter,361,361,38,Neinvestiční transfery občanským sdružením,tree-depth-4,37,5500,6300,6257
2010,chapter,361,361,39,Ostatní neinvestiční transfery neziskovým a podobným organizacím,tree-depth-4,37,1212,1428,1428
2010,chapter,361,361,40,Neinvestiční transfery podnikatelským subjektům,tree-depth-3,36,42788,42772,42772
2010,chapter,361,361,41,Neinvestiční transfery nefinančním podnikatelskýmsubjektům-fyzickým osobám,tree-depth-4,40,0,67,67
2010,chapter,361,361,42,Ostatní neinvestiční transfery podnikatelským subjektům,tree-depth-4,40,42788,42705,42705
2010,chapter,361,361,43,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,4529184,3995218,3941883
2010,chapter,361,361,44,Neinvestiční transfery příspěvkovým a podobným organizacím,tree-depth-3,43,4528631,3994661,3941307
2010,chapter,361,361,45,Neinvestiční transfery cizím příspěvkovým organizacím,tree-depth-4,44,11656,11656,11806
2010,chapter,361,361,46,Neinvestiční transfery veřejným výzkumným institucím,tree-depth-4,44,4353063,3819942,3766218
2010,chapter,361,361,47,Neinvestiční transfery vysokým školám,tree-depth-4,44,163912,163063,163283
2010,chapter,361,361,48,Ostatní neinvestiční transfery jiným veřejným rozpočtům,tree-depth-3,43,0,3,22
2010,chapter,361,361,49,"Platby daní a poplatků krajům, obcím a státním fondům",tree-depth-4,48,0,1,0
2010,chapter,361,361,50,Platby daní a poplatků státnímu rozpočtu,tree-depth-4,48,0,2,2
2010,chapter,361,361,51,Úhrady sankcí jiným rozpočtům,tree-depth-4,48,0,0,21
2010,chapter,361,361,52,Převody vlastním fondům,tree-depth-3,43,553,554,553
2010,chapter,361,361,53,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,52,553,554,553
2010,chapter,361,361,54,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,41129,41501,40538
2010,chapter,361,361,55,Ostatní platby za provedenou práci,tree-depth-3,54,3759,4056,3066
2010,chapter,361,361,56,Odstupné,tree-depth-4,55,2526,2526,1017
2010,chapter,361,361,57,Ostatní osobní výdaje,tree-depth-4,55,1233,1530,2049
2010,chapter,361,361,58,Platy,tree-depth-3,54,27606,27643,27673
2010,chapter,361,361,59,Platy zaměstnanců v pracovním poměru,tree-depth-4,58,27606,27643,27673
2010,chapter,361,361,60,Povinné pojistné placené zaměstnavatelem,tree-depth-3,54,9764,9802,9799
2010,chapter,361,361,61,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,60,7179,7207,7198
2010,chapter,361,361,62,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,60,2585,2595,2601
2010,chapter,361,361,63,Kapitálové výdaje,tree-depth-1,0,511194,1030608,953459
2010,chapter,361,361,64,Investiční nákupy a související výdaje,tree-depth-2,63,0,268,267
2010,chapter,361,361,65,Pořízení dlouhodobého hmotného majetku,tree-depth-3,64,0,268,267
2010,chapter,361,361,66,Nákup dlouhodobého hmotného majetku jinde nezařazený,tree-depth-4,65,0,268,267
2010,chapter,361,361,67,Investiční transfery,tree-depth-2,63,511194,1030340,953192
2010,chapter,361,361,68,Investiční transfery příspěvkovým a podobným organizacím,tree-depth-3,67,511194,1030340,953192
2010,chapter,361,361,69,Investiční transfery veřejným výzkumným institucím,tree-depth-4,68,511194,1030340,953192
2010,chapter,305,305,0,Bezpečnostní informační služba,0,None,1214681,1236530,1178637
2010,chapter,305,305,1,Běžné výdaje,tree-depth-1,0,1106681,1128530,1077499
2010,chapter,305,305,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,1106681,1128530,1077499
2010,chapter,305,305,3,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,1106681,1128530,1077499
2010,chapter,305,305,4,Ostatní výdaje související s neinvestičními nákupy,tree-depth-4,3,1106681,1128530,1077499
2010,chapter,305,305,5,Kapitálové výdaje,tree-depth-1,0,108000,108000,101137
2010,chapter,305,305,6,Investiční nákupy a související výdaje,tree-depth-2,5,108000,108000,101137
2010,chapter,305,305,7,Pořízení dlouhodobého hmotného majetku,tree-depth-3,6,99990,94097,87238
2010,chapter,305,305,8,"Budovy, haly a stavby",tree-depth-4,7,51235,53195,53184
2010,chapter,305,305,9,Dopravní prostředky,tree-depth-4,7,9350,12896,12895
2010,chapter,305,305,10,"Stroje, přístroje a zařízení",tree-depth-4,7,30385,20128,13282
2010,chapter,305,305,11,Výpočetní technika,tree-depth-4,7,9020,7878,7876
2010,chapter,305,305,12,Pořízení dlouhodobého nehmotného majetku,tree-depth-3,6,8010,13835,13832
2010,chapter,305,305,13,Programové vybavení,tree-depth-4,12,8010,13835,13832
2010,chapter,305,305,14,Pozemky,tree-depth-3,6,0,68,68
2010,chapter,305,305,15,Pozemky,tree-depth-4,14,0,68,68
2010,chapter,348,348,0,Český báňský úřad,0,None,176502,184302,169264
2010,chapter,348,348,1,Běžné výdaje,tree-depth-1,0,146902,148291,141445
2010,chapter,348,348,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,20202,19933,17256
2010,chapter,348,348,3,Nákup materiálu,tree-depth-3,2,2313,2724,1985
2010,chapter,348,348,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,770,752,244
2010,chapter,348,348,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,150,200,146
2010,chapter,348,348,6,Nákup materiálu jinde nezařazený,tree-depth-4,3,1363,1741,1588
2010,chapter,348,348,7,Potraviny,tree-depth-4,3,0,1,1
2010,chapter,348,348,8,"Prádlo, oděv a obuv",tree-depth-4,3,30,30,6
2010,chapter,348,348,9,Nákup služeb,tree-depth-3,2,9740,9586,8706
2010,chapter,348,348,10,"Konzultační, poradenské a právní služby",tree-depth-4,9,260,356,292
2010,chapter,348,348,11,Nájemné,tree-depth-4,9,180,173,111
2010,chapter,348,348,12,Nákup ostatních služeb,tree-depth-4,9,6130,5712,5409
2010,chapter,348,348,13,Služby peněžních ústavů,tree-depth-4,9,250,246,242
2010,chapter,348,348,14,Služby pošt,tree-depth-4,9,700,573,398
2010,chapter,348,348,15,Služby školení a vzdělávání,tree-depth-4,9,300,330,329
2010,chapter,348,348,16,Služby telekomunikací a radiokomunikací,tree-depth-4,9,1620,1911,1910
2010,chapter,348,348,17,Služby zpracování dat,tree-depth-4,9,300,286,16
2010,chapter,348,348,18,"Nákup vody, paliv a energie",tree-depth-3,2,4177,4312,4054
2010,chapter,348,348,19,Elektrická energie,tree-depth-4,18,990,942,858
2010,chapter,348,348,20,Plyn,tree-depth-4,18,1150,1117,1080
2010,chapter,348,348,21,Pohonné hmoty a maziva,tree-depth-4,18,1170,1195,1192
2010,chapter,348,348,22,Studená voda,tree-depth-4,18,237,233,201
2010,chapter,348,348,23,Teplo,tree-depth-4,18,630,825,724
2010,chapter,348,348,24,Ostatní nákupy,tree-depth-3,2,3425,2763,2069
2010,chapter,348,348,25,Cestovné (tuzemské i zahraniční),tree-depth-4,24,1850,1344,1134
2010,chapter,348,348,26,Opravy a udržování,tree-depth-4,24,1100,889,585
2010,chapter,348,348,27,Ostatní nákupy jinde nezařazené,tree-depth-4,24,5,2,1
2010,chapter,348,348,28,Pohoštění,tree-depth-4,24,400,459,348
2010,chapter,348,348,29,Programové vybavení,tree-depth-4,24,70,70,0
2010,chapter,348,348,30,"Poskytnuté zálohy, jistiny, záruky a vládní úvěry",tree-depth-3,2,5,9,9
2010,chapter,348,348,31,Ostatní poskytované zálohy a jistiny,tree-depth-4,30,5,9,9
2010,chapter,348,348,32,Úroky a ostatní finanční výdaje,tree-depth-3,2,2,2,0
2010,chapter,348,348,33,Realizované kurzové ztráty,tree-depth-4,32,2,2,0
2010,chapter,348,348,34,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,540,536,432
2010,chapter,348,348,35,Poskytnuté neinvestiční příspěvky a náhrady (část),tree-depth-4,34,510,506,432
2010,chapter,348,348,36,Věcné dary,tree-depth-4,34,30,30,0
2010,chapter,348,348,37,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,300,279,229
2010,chapter,348,348,38,Náhrady placené obyvatelstvu,tree-depth-3,37,300,279,229
2010,chapter,348,348,39,Náhrady mezd v době nemoci,tree-depth-4,38,300,279,229
2010,chapter,348,348,40,Neinvestiční transfery soukromoprávním subjektům,tree-depth-2,1,3720,3720,3720
2010,chapter,348,348,41,Neinvestiční transfery podnikatelským subjektům,tree-depth-3,40,3720,3720,3720
2010,chapter,348,348,42,Neinvestiční transfery nefinančním podnikatelským subjektům-právnickým osobám,tree-depth-4,41,3720,3720,3720
2010,chapter,348,348,43,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,7772,7775,5913
2010,chapter,348,348,44,Neinvestiční transfery příspěvkovým a podobným organizacím,tree-depth-3,43,6020,6020,4199
2010,chapter,348,348,45,Neinvestiční transfery cizím příspěvkovým organizacím,tree-depth-4,44,6020,6020,4199
2010,chapter,348,348,46,Ostatní neinvestiční transfery jiným veřejným rozpočtům,tree-depth-3,43,38,49,46
2010,chapter,348,348,47,"Platby daní a poplatků krajům, obcím a státním fondům",tree-depth-4,46,17,24,23
2010,chapter,348,348,48,Platby daní a poplatků státnímu rozpočtu,tree-depth-4,46,21,25,23
2010,chapter,348,348,49,Převody vlastním fondům,tree-depth-3,43,1714,1706,1669
2010,chapter,348,348,50,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,49,1714,1706,1669
2010,chapter,348,348,51,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,114908,116584,114326
2010,chapter,348,348,52,Ostatní platby za provedenou práci,tree-depth-3,51,57,2200,2162
2010,chapter,348,348,53,Odstupné,tree-depth-4,52,0,898,916
2010,chapter,348,348,54,Ostatní osobní výdaje,tree-depth-4,52,57,1302,1247
2010,chapter,348,348,55,Platy,tree-depth-3,51,85694,85136,83454
2010,chapter,348,348,56,Platy zaměstnanců v pracovním poměru,tree-depth-4,55,85694,85136,83454
2010,chapter,348,348,57,Povinné pojistné placené zaměstnavatelem,tree-depth-3,51,29157,29248,28709
2010,chapter,348,348,58,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,57,21439,21488,21082
2010,chapter,348,348,59,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,57,7718,7760,7627
2010,chapter,348,348,60,Kapitálové výdaje,tree-depth-1,0,29600,36012,27820
2010,chapter,348,348,61,Investiční nákupy a související výdaje,tree-depth-2,60,29600,36012,27820
2010,chapter,348,348,62,Pořízení dlouhodobého hmotného majetku,tree-depth-3,61,19382,27466,25542
2010,chapter,348,348,63,"Budovy, haly a stavby",tree-depth-4,62,17000,24800,24722
2010,chapter,348,348,64,Dopravní prostředky,tree-depth-4,62,0,559,559
2010,chapter,348,348,65,"Stroje, přístroje a zařízení",tree-depth-4,62,0,93,92
2010,chapter,348,348,66,Výpočetní technika,tree-depth-4,62,2382,2014,168
2010,chapter,348,348,67,Pořízení dlouhodobého nehmotného majetku,tree-depth-3,61,10218,8546,2278
2010,chapter,348,348,68,Programové vybavení,tree-depth-4,67,10218,8546,2278
2010,chapter,345,345,0,Český statistický úřad,0,None,1337242,2139734,1624892
2010,chapter,345,345,1,Běžné výdaje,tree-depth-1,0,984043,1718548,1583053
2010,chapter,345,345,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,217764,759167,666620
2010,chapter,345,345,3,Nákup materiálu,tree-depth-3,2,9764,32158,27470
2010,chapter,345,345,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,1428,14946,12806
2010,chapter,345,345,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,718,446,413
2010,chapter,345,345,6,Léky a zdravotnický materiál,tree-depth-4,3,0,10,9
2010,chapter,345,345,7,Nákup materiálu jinde nezařazený,tree-depth-4,3,7598,16745,14232
2010,chapter,345,345,8,Ochranné pomůcky,tree-depth-4,3,20,11,10
2010,chapter,345,345,9,Nákup služeb,tree-depth-3,2,156409,662336,583509
2010,chapter,345,345,10,"Konzultační, poradenské a právní služby",tree-depth-4,9,13602,45227,10152
2010,chapter,345,345,11,Nájemné,tree-depth-4,9,4500,7852,7736
2010,chapter,345,345,12,Nákup ostatních služeb,tree-depth-4,9,106783,545068,509392
2010,chapter,345,345,13,Služby peněžních ústavů,tree-depth-4,9,570,400,278
2010,chapter,345,345,14,Služby pošt,tree-depth-4,9,9290,6398,8799
2010,chapter,345,345,15,Služby školení a vzdělávání,tree-depth-4,9,4413,6279,3473
2010,chapter,345,345,16,Služby telekomunikací a radiokomunikací,tree-depth-4,9,16601,50534,43131
2010,chapter,345,345,17,Služby zpracování dat,tree-depth-4,9,650,578,548
2010,chapter,345,345,18,"Nákup vody, paliv a energie",tree-depth-3,2,21550,25991,24613
2010,chapter,345,345,19,Elektrická energie,tree-depth-4,18,11732,14093,13874
2010,chapter,345,345,20,Nákup ostatních paliv a energie,tree-depth-4,18,2,0,0
2010,chapter,345,345,21,Plyn,tree-depth-4,18,1260,1684,1516
2010,chapter,345,345,22,Pohonné hmoty a maziva,tree-depth-4,18,3180,3162,2421
2010,chapter,345,345,23,Studená voda,tree-depth-4,18,1210,1508,1383
2010,chapter,345,345,24,Teplá voda,tree-depth-4,18,120,13,10
2010,chapter,345,345,25,Teplo,tree-depth-4,18,4046,5531,5408
2010,chapter,345,345,26,Ostatní nákupy,tree-depth-3,2,29608,38154,30402
2010,chapter,345,345,27,Cestovné (tuzemské i zahraniční),tree-depth-4,26,18969,20839,15835
2010,chapter,345,345,28,Opravy a udržování,tree-depth-4,26,8374,6948,6318
2010,chapter,345,345,29,Ostatní nákupy jinde nezařazené,tree-depth-4,26,30,10,38
2010,chapter,345,345,30,Pohoštění,tree-depth-4,26,636,893,800
2010,chapter,345,345,31,Programové vybavení,tree-depth-4,26,1399,9264,7214
2010,chapter,345,345,32,Účastnické poplatky na konference,tree-depth-4,26,200,200,197
2010,chapter,345,345,33,"Poskytnuté zálohy, jistiny, záruky a vládní úvěry",tree-depth-3,2,0,0,145
2010,chapter,345,345,34,Ostatní poskytované zálohy a jistiny,tree-depth-4,33,0,0,101
2010,chapter,345,345,35,Poskytované zálohy vlastní pokladně,tree-depth-4,33,0,0,44
2010,chapter,345,345,36,Úroky a ostatní finanční výdaje,tree-depth-3,2,63,133,114
2010,chapter,345,345,37,Realizované kurzové ztráty,tree-depth-4,36,63,133,114
2010,chapter,345,345,38,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,370,395,368
2010,chapter,345,345,39,Náhrady a příspěvky související s výkonem ústavní funkce a funkce soudce,tree-depth-4,38,300,107,84
2010,chapter,345,345,40,Poskytnuté neinvestiční příspěvky a náhrady (část),tree-depth-4,38,20,10,9
2010,chapter,345,345,41,Věcné dary,tree-depth-4,38,50,278,275
2010,chapter,345,345,42,Zaplacené sankce,tree-depth-4,38,0,0,0
2010,chapter,345,345,43,Neinvestiční transfery do zahraničí,tree-depth-2,1,60,60,49
2010,chapter,345,345,44,Neinvestiční transfery mezinárodním organizacím anadnárodním orgánům,tree-depth-3,43,60,60,49
2010,chapter,345,345,45,Neinvestiční transfery mezinárodním organizacím,tree-depth-4,44,60,60,49
2010,chapter,345,345,46,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,2200,1072,759
2010,chapter,345,345,47,Náhrady placené obyvatelstvu,tree-depth-3,46,2200,1072,759
2010,chapter,345,345,48,Náhrady mezd v době nemoci,tree-depth-4,47,2100,1000,693
2010,chapter,345,345,49,Ostatní náhrady placené obyvatelstvu,tree-depth-4,47,100,72,66
2010,chapter,345,345,50,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,10463,13276,16061
2010,chapter,345,345,51,Ostatní neinvestiční transfery jiným veřejným rozpočtům,tree-depth-3,50,61,44,36
2010,chapter,345,345,52,Nákup kolků,tree-depth-4,51,1,0,0
2010,chapter,345,345,53,Platby daní a poplatků státnímu rozpočtu,tree-depth-4,51,60,44,36
2010,chapter,345,345,54,Převody vlastním fondům,tree-depth-3,50,10402,13232,16025
2010,chapter,345,345,55,Převody do fondů organizačních složek státu,tree-depth-4,54,0,0,3453
2010,chapter,345,345,56,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,54,10402,13232,12572
2010,chapter,345,345,57,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,753556,944973,899565
2010,chapter,345,345,58,Ostatní platby za provedenou práci,tree-depth-3,57,42615,55498,54879
2010,chapter,345,345,59,Odstupné,tree-depth-4,58,0,1000,6501
2010,chapter,345,345,60,Ostatní osobní výdaje,tree-depth-4,58,42615,54498,48379
2010,chapter,345,345,61,Platy,tree-depth-3,57,520112,650102,628584
2010,chapter,345,345,62,Platy zaměstnanců v pracovním poměru,tree-depth-4,61,518473,648463,627929
2010,chapter,345,345,63,Platy zaměstnanců v pracovním poměru odvozované od platů ústavních činitelů,tree-depth-4,61,1639,1639,654
2010,chapter,345,345,64,Povinné pojistné placené zaměstnavatelem,tree-depth-3,57,190829,239373,216102
2010,chapter,345,345,65,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,64,140319,176006,158902
2010,chapter,345,345,66,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,64,50510,63367,57200
2010,chapter,345,345,67,Kapitálové výdaje,tree-depth-1,0,353199,421186,41839
2010,chapter,345,345,68,Investiční nákupy a související výdaje,tree-depth-2,67,353199,421186,41839
2010,chapter,345,345,69,Pořízení dlouhodobého hmotného majetku,tree-depth-3,68,103140,128950,26367
2010,chapter,345,345,70,"Budovy, haly a stavby",tree-depth-4,69,5000,5876,2928
2010,chapter,345,345,71,Dopravní prostředky,tree-depth-4,69,0,1560,1560
2010,chapter,345,345,72,"Stroje, přístroje a zařízení",tree-depth-4,69,0,4190,6150
2010,chapter,345,345,73,Výpočetní technika,tree-depth-4,69,98140,117324,15728
2010,chapter,345,345,74,Pořízení dlouhodobého nehmotného majetku,tree-depth-3,68,250059,292236,15472
2010,chapter,345,345,75,Ostatní nákup dlouhodobého nehmotného majetku,tree-depth-4,74,250059,282506,6137
2010,chapter,345,345,76,Programové vybavení,tree-depth-4,74,0,9730,9336
2010,chapter,328,328,0,Český telekomunikační úřad,0,None,560116,560364,561874
2010,chapter,328,328,1,Běžné výdaje,tree-depth-1,0,507496,511805,534058
2010,chapter,328,328,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,271078,274450,297218
2010,chapter,328,328,3,Nákup materiálu,tree-depth-3,2,11148,10439,12287
2010,chapter,328,328,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,3437,3485,7060
2010,chapter,328,328,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,920,920,536
2010,chapter,328,328,6,Léky a zdravotnický materiál,tree-depth-4,3,31,31,12
2010,chapter,328,328,7,Nákup materiálu jinde nezařazený,tree-depth-4,3,6622,5865,4639
2010,chapter,328,328,8,Ochranné pomůcky,tree-depth-4,3,138,138,40
2010,chapter,328,328,9,Nákup služeb,tree-depth-3,2,82136,86034,135228
2010,chapter,328,328,10,"Konzultační, poradenské a právní služby",tree-depth-4,9,2203,3509,7330
2010,chapter,328,328,11,Nájemné,tree-depth-4,9,8550,8565,8200
2010,chapter,328,328,12,Nákup ostatních služeb,tree-depth-4,9,47213,50275,95153
2010,chapter,328,328,13,Služby peněžních ústavů,tree-depth-4,9,340,340,276
2010,chapter,328,328,14,Služby pošt,tree-depth-4,9,10000,9568,8027
2010,chapter,328,328,15,Služby školení a vzdělávání,tree-depth-4,9,2820,2768,2760
2010,chapter,328,328,16,Služby telekomunikací a radiokomunikací,tree-depth-4,9,11000,11000,13477
2010,chapter,328,328,17,Služby zpracování dat,tree-depth-4,9,10,9,5
2010,chapter,328,328,18,"Nákup vody, paliv a energie",tree-depth-3,2,8524,8551,8072
2010,chapter,328,328,19,Elektrická energie,tree-depth-4,18,4190,4152,4026
2010,chapter,328,328,20,Plyn,tree-depth-4,18,380,404,348
2010,chapter,328,328,21,Pohonné hmoty a maziva,tree-depth-4,18,2500,2500,2238
2010,chapter,328,328,22,Studená voda,tree-depth-4,18,260,283,264
2010,chapter,328,328,23,Teplá voda,tree-depth-4,18,4,20,18
2010,chapter,328,328,24,Teplo,tree-depth-4,18,1190,1192,1177
2010,chapter,328,328,25,Ostatní nákupy,tree-depth-3,2,17150,17298,17743
2010,chapter,328,328,26,Cestovné (tuzemské i zahraniční),tree-depth-4,25,11100,11164,10983
2010,chapter,328,328,27,Opravy a udržování,tree-depth-4,25,4350,4406,5572
2010,chapter,328,328,28,Ostatní nákupy jinde nezařazené,tree-depth-4,25,100,100,19
2010,chapter,328,328,29,Pohoštění,tree-depth-4,25,600,600,464
2010,chapter,328,328,30,Programové vybavení,tree-depth-4,25,500,512,406
2010,chapter,328,328,31,Účastnické poplatky na konference,tree-depth-4,25,500,516,299
2010,chapter,328,328,32,"Poskytnuté zálohy, jistiny, záruky a vládní úvěry",tree-depth-3,2,0,0,0
2010,chapter,328,328,33,Poskytované zálohy vlastní pokladně,tree-depth-4,32,0,0,0
2010,chapter,328,328,34,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,152120,152128,123888
2010,chapter,328,328,35,Poskytnuté neinvestiční příspěvky a náhrady (část),tree-depth-4,34,152000,152000,123772
2010,chapter,328,328,36,Věcné dary,tree-depth-4,34,120,128,116
2010,chapter,328,328,37,Neinvestiční transfery do zahraničí,tree-depth-2,1,2780,2780,2539
2010,chapter,328,328,38,Neinvestiční transfery mezinárodním organizacím anadnárodním orgánům,tree-depth-3,37,2780,2780,2539
2010,chapter,328,328,39,Neinvestiční transfery mezinárodním organizacím,tree-depth-4,38,2780,2780,2539
2010,chapter,328,328,40,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,600,600,600
2010,chapter,328,328,41,Náhrady placené obyvatelstvu,tree-depth-3,40,600,600,600
2010,chapter,328,328,42,Náhrady mezd v době nemoci,tree-depth-4,41,600,600,600
2010,chapter,328,328,43,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,3349,3361,3348
2010,chapter,328,328,44,Ostatní neinvestiční transfery jiným veřejným rozpočtům,tree-depth-3,43,66,66,55
2010,chapter,328,328,45,Platby daní a poplatků státnímu rozpočtu,tree-depth-4,44,66,66,55
2010,chapter,328,328,46,Převody vlastním fondům,tree-depth-3,43,3283,3295,3293
2010,chapter,328,328,47,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,46,3283,3295,3293
2010,chapter,328,328,48,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,229689,230614,230353
2010,chapter,328,328,49,Ostatní platby za provedenou práci,tree-depth-3,48,7257,7362,7311
2010,chapter,328,328,50,Odchodné,tree-depth-4,49,238,0,0
2010,chapter,328,328,51,Ostatní osobní výdaje,tree-depth-4,49,1006,1999,1948
2010,chapter,328,328,52,Platy představitelů státní moci a některých orgánů,tree-depth-4,49,6013,5363,5363
2010,chapter,328,328,53,Platy,tree-depth-3,48,164153,164750,164594
2010,chapter,328,328,54,Platy zaměstnanců v pracovním poměru,tree-depth-4,53,164153,164750,164594
2010,chapter,328,328,55,Povinné pojistné placené zaměstnavatelem,tree-depth-3,48,58279,58502,58447
2010,chapter,328,328,56,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,55,42852,42954,42915
2010,chapter,328,328,57,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,55,15427,15548,15533
2010,chapter,328,328,58,Kapitálové výdaje,tree-depth-1,0,52620,48559,27816
2010,chapter,328,328,59,Investiční nákupy a související výdaje,tree-depth-2,58,52620,48559,27816
2010,chapter,328,328,60,Pořízení dlouhodobého hmotného majetku,tree-depth-3,59,37550,30459,9765
2010,chapter,328,328,61,"Budovy, haly a stavby",tree-depth-4,60,18100,10210,1113
