orgyear,orgtype,orgid,orgchapter,rowid,rowname,rowlevel,rowparent,rozpocet,pozmenach,skutecnost
2011,chapter,321,321,71,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,69,1468,1556,1556
2011,chapter,321,321,72,Kapitálové výdaje,tree-depth-1,0,50561,42841,42841
2011,chapter,321,321,73,Investiční nákupy a související výdaje,tree-depth-2,72,10561,10561,10561
2011,chapter,321,321,74,Pořízení dlouhodobého hmotného majetku,tree-depth-3,73,10561,5761,5761
2011,chapter,321,321,75,Nákup dlouhodobého hmotného majetku jinde nezařazený,tree-depth-4,74,10561,3644,3644
2011,chapter,321,321,76,"Stroje, přístroje a zařízení",tree-depth-4,74,0,117,117
2011,chapter,321,321,77,Výpočetní technika,tree-depth-4,74,0,2000,2000
2011,chapter,321,321,78,Pořízení dlouhodobého nehmotného majetku,tree-depth-3,73,0,4800,4800
2011,chapter,321,321,79,Programové vybavení,tree-depth-4,78,0,4800,4800
2011,chapter,321,321,80,Investiční transfery,tree-depth-2,72,0,26423,26423
2011,chapter,321,321,81,Investiční transfery neziskovým a podobným organizacím,tree-depth-3,80,0,165,165
2011,chapter,321,321,82,Investiční transfery obecně prospěšným společnostem,tree-depth-4,81,0,165,165
2011,chapter,321,321,83,Investiční transfery příspěvkovým a podobným organizacím,tree-depth-3,80,0,26258,26258
2011,chapter,321,321,84,Investiční transfery veřejným výzkumným institucím,tree-depth-4,83,0,14514,14514
2011,chapter,321,321,85,Investiční transfery vysokým školám,tree-depth-4,83,0,11744,11744
2011,chapter,321,321,86,Ostatní kapitálové výdaje,tree-depth-2,72,40000,5857,5857
2011,chapter,321,321,87,Ostatní kapitálové výdaje,tree-depth-3,86,40000,5857,5857
2011,chapter,321,321,88,Rezervy kapitálových výdajů,tree-depth-4,87,40000,5857,5857
2011,chapter,301,301,0,Kancelář prezidenta republiky,0,None,339045,339045,363846
2011,chapter,301,301,1,Běžné výdaje,tree-depth-1,0,275878,275878,286228
2011,chapter,301,301,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,23476,23576,23576
2011,chapter,301,301,3,Nákup materiálu,tree-depth-3,2,935,835,835
2011,chapter,301,301,4,"Knihy, učební pomůcky a tisk",tree-depth-4,3,830,730,730
2011,chapter,301,301,5,Nákup materiálu jinde nezařazený,tree-depth-4,3,105,105,105
2011,chapter,301,301,6,Nákup služeb,tree-depth-3,2,16403,16478,16478
2011,chapter,301,301,7,"Konzultační, poradenské a právní služby",tree-depth-4,6,890,910,910
2011,chapter,301,301,8,Nájemné,tree-depth-4,6,10,10,10
2011,chapter,301,301,9,Nákup ostatních služeb,tree-depth-4,6,13510,13565,13565
2011,chapter,301,301,10,Služby peněžních ústavů,tree-depth-4,6,60,60,60
2011,chapter,301,301,11,Služby pošt,tree-depth-4,6,303,303,303
2011,chapter,301,301,12,Služby školení a vzdělávání,tree-depth-4,6,1580,1580,1580
2011,chapter,301,301,13,Služby zpracování dat,tree-depth-4,6,50,50,50
2011,chapter,301,301,14,Ostatní nákupy,tree-depth-3,2,3717,3822,3822
2011,chapter,301,301,15,Cestovné (tuzemské i zahraniční),tree-depth-4,14,3150,3150,3150
2011,chapter,301,301,16,Ostatní nákupy jinde nezařazené,tree-depth-4,14,25,25,25
2011,chapter,301,301,17,Pohoštění,tree-depth-4,14,442,547,547
2011,chapter,301,301,18,Účastnické poplatky na konference,tree-depth-4,14,100,100,100
2011,chapter,301,301,19,"Poskytnuté zálohy, jistiny, záruky a vládní úvěry",tree-depth-3,2,0,0,0
2011,chapter,301,301,20,Ostatní poskytované zálohy a jistiny,tree-depth-4,19,0,0,0
2011,chapter,301,301,21,Poskytované zálohy vlastní pokladně,tree-depth-4,19,0,0,0
2011,chapter,301,301,22,Úroky a ostatní finanční výdaje,tree-depth-3,2,25,25,25
2011,chapter,301,301,23,Realizované kurzové ztráty,tree-depth-4,22,25,25,25
2011,chapter,301,301,24,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,2396,2416,2416
2011,chapter,301,301,25,Náhrady a příspěvky související s výkonem ústavní funkce a funkce soudce,tree-depth-4,24,2286,2286,2286
2011,chapter,301,301,26,Poskytnuté neinvestiční příspěvky a náhrady (část),tree-depth-4,24,80,100,100
2011,chapter,301,301,27,Věcné dary,tree-depth-4,24,30,30,30
2011,chapter,301,301,28,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,2200,2100,2100
2011,chapter,301,301,29,Náhrady placené obyvatelstvu,tree-depth-3,28,500,500,500
2011,chapter,301,301,30,Náhrady mezd v době nemoci,tree-depth-4,29,500,500,500
2011,chapter,301,301,31,Ostatní neinvestiční transfery obyvatelstvu,tree-depth-3,28,1700,1600,1600
2011,chapter,301,301,32,Neinvestiční transfery obyvatelstvu nemající charakter daru,tree-depth-4,31,500,400,400
2011,chapter,301,301,33,Ostatní neinvestiční transfery obyvatelstvu,tree-depth-4,31,1200,1200,1200
2011,chapter,301,301,34,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,178540,178540,186540
2011,chapter,301,301,35,Neinvestiční transfery příspěvkovým a podobným organizacím,tree-depth-3,34,178045,178045,186045
2011,chapter,301,301,36,Neinvestiční příspěvky zřízeným příspěvkovým organizacím,tree-depth-4,35,178045,178045,186045
2011,chapter,301,301,37,Převody vlastním fondům,tree-depth-3,34,495,495,495
2011,chapter,301,301,38,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,37,495,495,495
2011,chapter,301,301,39,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,71662,71662,74012
2011,chapter,301,301,40,Ostatní platby za provedenou práci,tree-depth-3,39,4605,4605,6710
2011,chapter,301,301,41,Odstupné,tree-depth-4,40,0,0,1027
2011,chapter,301,301,42,Ostatní osobní výdaje,tree-depth-4,40,2369,2369,3448
2011,chapter,301,301,43,Platy představitelů státní moci a některých orgánů,tree-depth-4,40,2236,2236,2236
2011,chapter,301,301,44,Platy,tree-depth-3,39,49441,49441,49441
2011,chapter,301,301,45,Platy zaměstnanců v pracovním poměru,tree-depth-4,44,49441,49441,49441
2011,chapter,301,301,46,Povinné pojistné placené zaměstnavatelem,tree-depth-3,39,17616,17616,17860
2011,chapter,301,301,47,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,46,12953,12953,13133
2011,chapter,301,301,48,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,46,4663,4663,4728
2011,chapter,301,301,49,Kapitálové výdaje,tree-depth-1,0,63167,63167,77618
2011,chapter,301,301,50,Investiční transfery,tree-depth-2,49,63167,63167,77618
2011,chapter,301,301,51,Investiční transfery příspěvkovým a podobným organizacím,tree-depth-3,50,63167,63167,77618
2011,chapter,301,301,52,Investiční transfery zřízeným příspěvkovým organizacím,tree-depth-4,51,63167,63167,77618
2011,chapter,309,309,0,Kancelář Veřejného ochránce práv,0,None,93800,95264,95264
2011,chapter,309,309,1,Běžné výdaje,tree-depth-1,0,90581,92045,92045
2011,chapter,309,309,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,26840,27290,27290
2011,chapter,309,309,3,Nákup materiálu,tree-depth-3,2,4608,4516,4516
2011,chapter,309,309,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,2728,2616,2616
2011,chapter,309,309,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,350,350,350
2011,chapter,309,309,6,Nákup materiálu jinde nezařazený,tree-depth-4,3,1480,1500,1500
2011,chapter,309,309,7,Ochranné pomůcky,tree-depth-4,3,50,50,50
2011,chapter,309,309,8,Nákup služeb,tree-depth-3,2,11772,11835,11835
2011,chapter,309,309,9,"Konzultační, poradenské a právní služby",tree-depth-4,8,300,320,320
2011,chapter,309,309,10,Nájemné,tree-depth-4,8,100,100,100
2011,chapter,309,309,11,Nákup ostatních služeb,tree-depth-4,8,7772,7817,7817
2011,chapter,309,309,12,Služby peněžních ústavů,tree-depth-4,8,500,500,500
2011,chapter,309,309,13,Služby pošt,tree-depth-4,8,400,398,398
2011,chapter,309,309,14,Služby školení a vzdělávání,tree-depth-4,8,700,700,700
2011,chapter,309,309,15,Služby telekomunikací a radiokomunikací,tree-depth-4,8,2000,2000,2000
2011,chapter,309,309,16,"Nákup vody, paliv a energie",tree-depth-3,2,5000,5010,5010
2011,chapter,309,309,17,Elektrická energie,tree-depth-4,16,1750,1750,1750
2011,chapter,309,309,18,Plyn,tree-depth-4,16,1300,1300,1300
2011,chapter,309,309,19,Pohonné hmoty a maziva,tree-depth-4,16,1650,1660,1660
2011,chapter,309,309,20,Studená voda,tree-depth-4,16,300,300,300
2011,chapter,309,309,21,Ostatní nákupy,tree-depth-3,2,3986,4453,4453
2011,chapter,309,309,22,Cestovné (tuzemské i zahraniční),tree-depth-4,21,900,1100,1100
2011,chapter,309,309,23,Opravy a udržování,tree-depth-4,21,2600,2525,2525
2011,chapter,309,309,24,Ostatní nákupy jinde nezařazené,tree-depth-4,21,10,10,10
2011,chapter,309,309,25,Pohoštění,tree-depth-4,21,180,180,180
2011,chapter,309,309,26,Programové vybavení,tree-depth-4,21,96,438,438
2011,chapter,309,309,27,Účastnické poplatky na konference,tree-depth-4,21,200,200,200
2011,chapter,309,309,28,Úroky a ostatní finanční výdaje,tree-depth-3,2,50,50,50
2011,chapter,309,309,29,Realizované kurzové ztráty,tree-depth-4,28,50,50,50
2011,chapter,309,309,30,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,1424,1426,1426
2011,chapter,309,309,31,Náhrady a příspěvky související s výkonem ústavní funkce a funkce soudce,tree-depth-4,30,1324,1324,1324
2011,chapter,309,309,32,Poskytnuté neinvestiční příspěvky a náhrady (část),tree-depth-4,30,0,2,2
2011,chapter,309,309,33,Věcné dary,tree-depth-4,30,100,100,100
2011,chapter,309,309,34,Neinvestiční transfery do zahraničí,tree-depth-2,1,50,50,50
2011,chapter,309,309,35,Neinvestiční transfery mezinárodním organizacím anadnárodním orgánům,tree-depth-3,34,50,50,50
2011,chapter,309,309,36,Neinvestiční transfery mezinárodním organizacím,tree-depth-4,35,50,50,50
2011,chapter,309,309,37,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,410,410,410
2011,chapter,309,309,38,Náhrady placené obyvatelstvu,tree-depth-3,37,410,410,410
2011,chapter,309,309,39,Náhrady mezd v době nemoci,tree-depth-4,38,410,410,410
2011,chapter,309,309,40,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,432,440,440
2011,chapter,309,309,41,Ostatní neinvestiční transfery jiným veřejným rozpočtům,tree-depth-3,40,15,15,15
2011,chapter,309,309,42,Platby daní a poplatků státnímu rozpočtu,tree-depth-4,41,15,15,15
2011,chapter,309,309,43,Převody vlastním fondům,tree-depth-3,40,417,425,425
2011,chapter,309,309,44,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,43,417,425,425
2011,chapter,309,309,45,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,62849,63855,63855
2011,chapter,309,309,46,Ostatní platby za provedenou práci,tree-depth-3,45,5212,5212,5212
2011,chapter,309,309,47,Odstupné,tree-depth-4,46,0,80,80
2011,chapter,309,309,48,Ostatní osobní výdaje,tree-depth-4,46,2379,2299,2299
2011,chapter,309,309,49,Platy představitelů státní moci a některých orgánů,tree-depth-4,46,2833,2833,2833
2011,chapter,309,309,50,Platy,tree-depth-3,45,41690,42441,42441
2011,chapter,309,309,51,Platy zaměstnanců v pracovním poměru,tree-depth-4,50,41690,42441,42441
2011,chapter,309,309,52,Povinné pojistné placené zaměstnavatelem,tree-depth-3,45,15947,16202,16202
2011,chapter,309,309,53,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,52,11726,11913,11913
2011,chapter,309,309,54,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,52,4221,4289,4289
2011,chapter,309,309,55,Kapitálové výdaje,tree-depth-1,0,3219,3219,3219
2011,chapter,309,309,56,Investiční nákupy a související výdaje,tree-depth-2,55,3219,3219,3219
2011,chapter,309,309,57,Pořízení dlouhodobého hmotného majetku,tree-depth-3,56,3219,3219,3219
2011,chapter,309,309,58,"Budovy, haly a stavby",tree-depth-4,57,1819,1758,1758
2011,chapter,309,309,59,Dopravní prostředky,tree-depth-4,57,600,730,730
2011,chapter,309,309,60,"Stroje, přístroje a zařízení",tree-depth-4,57,250,72,72
2011,chapter,309,309,61,Výpočetní technika,tree-depth-4,57,550,659,659
2011,chapter,327,327,0,Ministerstvo dopravy,0,None,42570979,46079957,62829684
2011,chapter,327,327,1,Běžné výdaje,tree-depth-1,0,11627382,12398342,13307075
2011,chapter,327,327,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,2908330,2654937,2856031
2011,chapter,327,327,3,Nákup materiálu,tree-depth-3,2,393742,403828,404295
2011,chapter,327,327,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,9797,9921,10190
2011,chapter,327,327,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,2636,1934,1937
2011,chapter,327,327,6,Léky a zdravotnický materiál,tree-depth-4,3,3,23,23
2011,chapter,327,327,7,Nákup materiálu jinde nezařazený,tree-depth-4,3,379578,390136,390267
2011,chapter,327,327,8,Ochranné pomůcky,tree-depth-4,3,723,786,796
2011,chapter,327,327,9,"Prádlo, oděv a obuv",tree-depth-4,3,1005,1028,1082
2011,chapter,327,327,10,Nákup služeb,tree-depth-3,2,798992,627497,728300
2011,chapter,327,327,11,"Konzultační, poradenské a právní služby",tree-depth-4,10,246920,220508,283775
2011,chapter,327,327,12,Nájemné,tree-depth-4,10,23287,23786,26300
2011,chapter,327,327,13,Nákup ostatních služeb,tree-depth-4,10,490929,338137,370863
2011,chapter,327,327,14,Služby peněžních ústavů,tree-depth-4,10,3213,3392,3668
2011,chapter,327,327,15,Služby pošt,tree-depth-4,10,2450,2097,2123
2011,chapter,327,327,16,Služby školení a vzdělávání,tree-depth-4,10,18476,18382,18468
2011,chapter,327,327,17,Služby telekomunikací a radiokomunikací,tree-depth-4,10,12460,20408,22311
2011,chapter,327,327,18,Služby zpracování dat,tree-depth-4,10,1257,787,792
2011,chapter,327,327,19,"Nákup vody, paliv a energie",tree-depth-3,2,50804,53126,53593
2011,chapter,327,327,20,Elektrická energie,tree-depth-4,19,13133,11279,11556
2011,chapter,327,327,21,Nákup ostatních paliv a energie,tree-depth-4,19,475,635,635
2011,chapter,327,327,22,Pevná paliva,tree-depth-4,19,12,12,12
2011,chapter,327,327,23,Plyn,tree-depth-4,19,10079,10133,10133
2011,chapter,327,327,24,Pohonné hmoty a maziva,tree-depth-4,19,23133,25902,25927
2011,chapter,327,327,25,Studená voda,tree-depth-4,19,2148,2170,2182
2011,chapter,327,327,26,Teplá voda,tree-depth-4,19,100,50,50
2011,chapter,327,327,27,Teplo,tree-depth-4,19,1724,2945,3098
2011,chapter,327,327,28,Ostatní nákupy,tree-depth-3,2,1556559,1439202,1439653
2011,chapter,327,327,29,Cestovné (tuzemské i zahraniční),tree-depth-4,28,35580,27541,27655
2011,chapter,327,327,30,Opravy a udržování,tree-depth-4,28,1514174,1402916,1403085
2011,chapter,327,327,31,Ostatní nákupy jinde nezařazené,tree-depth-4,28,620,2317,2317
2011,chapter,327,327,32,Pohoštění,tree-depth-4,28,3415,3190,3225
2011,chapter,327,327,33,Programové vybavení,tree-depth-4,28,1650,2398,2531
2011,chapter,327,327,34,Účastnické poplatky na konference,tree-depth-4,28,1120,840,840
2011,chapter,327,327,35,"Poskytnuté zálohy, jistiny, záruky a vládní úvěry",tree-depth-3,2,500,500,500
2011,chapter,327,327,36,Ostatní poskytované zálohy a jistiny,tree-depth-4,35,500,500,500
2011,chapter,327,327,37,Poskytované zálohy vlastní pokladně,tree-depth-4,35,0,0,0
2011,chapter,327,327,38,Úroky a ostatní finanční výdaje,tree-depth-3,2,854,681,681
2011,chapter,327,327,39,Realizované kurzové ztráty,tree-depth-4,38,833,660,660
2011,chapter,327,327,40,Úroky vlastní,tree-depth-4,38,21,21,21
2011,chapter,327,327,41,"Výdaje související s neinvestičními nákupy, příspěvky, náhrady a věcné dary",tree-depth-3,2,106879,130103,229008
2011,chapter,327,327,42,Náhrady a příspěvky související s výkonem ústavní funkce a funkce soudce,tree-depth-4,41,206,206,206
2011,chapter,327,327,43,Odvody za neplnění povinnosti zaměstnávat zdravotně postižené,tree-depth-4,41,650,150,150
2011,chapter,327,327,44,Poskytnuté neinvestiční příspěvky a náhrady (část),tree-depth-4,41,105353,129043,227948
2011,chapter,327,327,45,Věcné dary,tree-depth-4,41,670,685,685
2011,chapter,327,327,46,Zaplacené sankce,tree-depth-4,41,0,19,19
2011,chapter,327,327,47,Neinvestiční transfery do zahraničí,tree-depth-2,1,4356,4485,4485
2011,chapter,327,327,48,Neinvestiční transfery mezinárodním organizacím anadnárodním orgánům,tree-depth-3,47,2856,2985,2985
2011,chapter,327,327,49,Neinvestiční transfery mezinárodním organizacím,tree-depth-4,48,2856,2985,2985
2011,chapter,327,327,50,Ostatní neinvestiční transfery do zahraničí,tree-depth-3,47,1500,1500,1500
2011,chapter,327,327,51,Ostatní neinvestiční transfery do zahraničí,tree-depth-4,50,1500,1500,1500
2011,chapter,327,327,52,Neinvestiční transfery obyvatelstvu,tree-depth-2,1,877,1510,1550
2011,chapter,327,327,53,Náhrady placené obyvatelstvu,tree-depth-3,52,877,1510,1550
2011,chapter,327,327,54,Náhrady mezd v době nemoci,tree-depth-4,53,877,1510,1550
2011,chapter,327,327,55,Neinvestiční transfery soukromoprávním subjektům,tree-depth-2,1,5437624,5836082,5836517
2011,chapter,327,327,56,Neinvestiční transfery neziskovým a podobným organizacím,tree-depth-3,55,9113,7941,7941
2011,chapter,327,327,57,Neinvestiční transfery občanským sdružením,tree-depth-4,56,9113,7941,7941
2011,chapter,327,327,58,Neinvestiční transfery podnikatelským subjektům,tree-depth-3,55,5428511,5828141,5828576
2011,chapter,327,327,59,Neinvestiční transfery nefinančním podnikatelským subjektům-právnickým osobám,tree-depth-4,58,4172011,4514502,4514502
2011,chapter,327,327,60,Neinvestiční transfery nefinančním podnikatelskýmsubjektům-fyzickým osobám,tree-depth-4,58,0,50139,50139
2011,chapter,327,327,61,Neinvestiční transfery vybraným podnikatelským subjektům ve vlastnictví státu,tree-depth-4,58,1256500,1263500,1263935
2011,chapter,327,327,62,Neinvestiční transfery veřejnoprávním subjektům amezi peněžními fondy téhož subjektu,tree-depth-2,1,2802116,3412136,4118996
2011,chapter,327,327,63,Neinvestiční transfery příspěvkovým a podobným organizacím,tree-depth-3,62,86327,82783,82783
2011,chapter,327,327,64,Neinvestiční příspěvky zřízeným příspěvkovým organizacím,tree-depth-4,63,86327,77682,77682
2011,chapter,327,327,65,Neinvestiční transfery veřejným výzkumným institucím,tree-depth-4,63,0,1390,1390
2011,chapter,327,327,66,Neinvestiční transfery vysokým školám,tree-depth-4,63,0,3711,3711
2011,chapter,327,327,67,Neinvestiční transfery veřejným rozpočtům ústřední úrovně,tree-depth-3,62,60301,673252,1369150
2011,chapter,327,327,68,Neinvestiční transfery státním fondům,tree-depth-4,67,60301,673252,1369150
2011,chapter,327,327,69,Neinvestiční transfery veřejným rozpočtům územní úrovně,tree-depth-3,62,2649670,2649690,2651147
2011,chapter,327,327,70,Neinvestiční transfery krajům,tree-depth-4,69,2444069,2444069,2444069
2011,chapter,327,327,71,Neinvestiční transfery obcím,tree-depth-4,69,205601,205621,207078
2011,chapter,327,327,72,Ostatní neinvestiční transfery jiným veřejným rozpočtům,tree-depth-3,62,2375,2917,12417
2011,chapter,327,327,73,Nákup kolků,tree-depth-4,72,5,8,8
2011,chapter,327,327,74,"Platby daní a poplatků krajům, obcím a státním fondům",tree-depth-4,72,0,6,6
2011,chapter,327,327,75,Platby daní a poplatků státnímu rozpočtu,tree-depth-4,72,2270,2774,2774
2011,chapter,327,327,76,Úhrady sankcí jiným rozpočtům,tree-depth-4,72,100,129,9629
2011,chapter,327,327,77,Převody vlastním fondům,tree-depth-3,62,3443,3494,3499
2011,chapter,327,327,78,Převody fondu kulturních a sociálních potřeb a sociálnímu fondu obcí a krajů,tree-depth-4,77,3443,3494,3499
2011,chapter,327,327,79,Ostatní neinvestiční výdaje,tree-depth-2,1,0,106,106
2011,chapter,327,327,80,Ostatní neinvestiční výdaje,tree-depth-3,79,0,106,106
2011,chapter,327,327,81,Ostatní neinvestiční výdaje jinde nezařazené,tree-depth-4,80,0,106,106
2011,chapter,327,327,82,"Výdaje na platy, ostatní platby za provedenou práci a pojistné",tree-depth-2,1,474079,489086,489389
2011,chapter,327,327,83,Odměny za užití duševního vlastnictví,tree-depth-3,82,0,1742,1742
2011,chapter,327,327,84,Odměny za užití duševního vlastnictví,tree-depth-4,83,0,1742,1742
2011,chapter,327,327,85,Ostatní platby za provedenou práci,tree-depth-3,82,9516,15957,16220
2011,chapter,327,327,86,Odchodné,tree-depth-4,85,0,214,214
2011,chapter,327,327,87,Odstupné,tree-depth-4,85,0,4736,4880
2011,chapter,327,327,88,Ostatní osobní výdaje,tree-depth-4,85,8235,9717,9836
2011,chapter,327,327,89,Platy představitelů státní moci a některých orgánů,tree-depth-4,85,1281,1290,1290
2011,chapter,327,327,90,Platy,tree-depth-3,82,344280,349384,349384
2011,chapter,327,327,91,Platy zaměstnanců v pracovním poměru,tree-depth-4,90,344280,349384,349384
2011,chapter,327,327,92,Povinné pojistné placené zaměstnavatelem,tree-depth-3,82,120283,122003,122044
2011,chapter,327,327,93,Povinné pojistné na sociální zabezpečení a příspěvek na státní politiku zaměstnanosti,tree-depth-4,92,88440,89700,89730
2011,chapter,327,327,94,Povinné pojistné na veřejné zdravotní pojištění,tree-depth-4,92,31843,32303,32314
2011,chapter,327,327,95,Kapitálové výdaje,tree-depth-1,0,30943597,33681615,49522610
2011,chapter,327,327,96,Investiční nákupy a související výdaje,tree-depth-2,95,442814,430740,435695
2011,chapter,327,327,97,Pořízení dlouhodobého hmotného majetku,tree-depth-3,96,99178,118638,123593
2011,chapter,327,327,98,"Budovy, haly a stavby",tree-depth-4,97,13800,5912,10867
2011,chapter,327,327,99,Dopravní prostředky,tree-depth-4,97,11550,4769,4769
2011,chapter,327,327,100,"Stroje, přístroje a zařízení",tree-depth-4,97,11160,7768,7768
2011,chapter,327,327,101,Výpočetní technika,tree-depth-4,97,62668,100189,100189
2011,chapter,327,327,102,Pořízení dlouhodobého nehmotného majetku,tree-depth-3,96,343636,312102,312102
2011,chapter,327,327,103,Ostatní nákup dlouhodobého nehmotného majetku,tree-depth-4,102,1146,1146,1146
2011,chapter,327,327,104,Programové vybavení,tree-depth-4,102,342490,310956,310956
2011,chapter,327,327,105,Investiční transfery,tree-depth-2,95,30500783,33250875,49086915
2011,chapter,327,327,106,Investiční transfery podnikatelským subjektům,tree-depth-3,105,1515270,1514270,2055571
2011,chapter,327,327,107,Investiční transfery nefinančním podnikatelským subjektům-právnickým osobám,tree-depth-4,106,1511020,1510020,1518535
2011,chapter,327,327,108,Investiční transfery vybraným podnikatelským subjektům ve vlastnictví státu,tree-depth-4,106,4250,4250,537036
2011,chapter,327,327,109,Investiční transfery příspěvkovým a podobným organizacím,tree-depth-3,105,489629,556704,561287
2011,chapter,327,327,110,Investiční transfery zřízeným příspěvkovým organizacím,tree-depth-4,109,489629,556704,561287
2011,chapter,327,327,111,Investiční transfery veřejným rozpočtům ústřední úrovně,tree-depth-3,105,28083676,30767693,45868237
2011,chapter,327,327,112,Investiční transfery státním fondům,tree-depth-4,111,28083676,30767693,45868237
2011,chapter,327,327,113,Investiční transfery veřejným rozpočtům územní úrovně,tree-depth-3,105,412208,412208,601821
2011,chapter,327,327,114,Investiční transfery obcím,tree-depth-4,113,412208,412208,601821
2011,chapter,312,312,0,Ministerstvo financí,0,None,15188284,17324401,18200263
2011,chapter,312,312,1,Běžné výdaje,tree-depth-1,0,14380088,15487115,15893958
2011,chapter,312,312,2,Neinvestiční nákupy a související výdaje,tree-depth-2,1,3496461,4336143,4675008
2011,chapter,312,312,3,Nákup materiálu,tree-depth-3,2,249285,272943,279527
2011,chapter,312,312,4,Drobný hmotný dlouhodobý majetek,tree-depth-4,3,33690,113058,114394
2011,chapter,312,312,5,"Knihy, učební pomůcky a tisk",tree-depth-4,3,8036,8756,8981
2011,chapter,312,312,6,Léky a zdravotnický materiál,tree-depth-4,3,367,320,320
2011,chapter,312,312,7,Nákup materiálu jinde nezařazený,tree-depth-4,3,111746,118344,120822
2011,chapter,312,312,8,Nákup zboží (za účelem dalšího prodeje),tree-depth-4,3,0,0,0
2011,chapter,312,312,9,Ochranné pomůcky,tree-depth-4,3,1196,2255,2255
2011,chapter,312,312,10,Potraviny,tree-depth-4,3,6879,7789,7789
2011,chapter,312,312,11,"Prádlo, oděv a obuv",tree-depth-4,3,14581,16066,18610
2011,chapter,312,312,12,Učebnice a bezplatně poskytované školní potřeby,tree-depth-4,3,72790,6355,6355
2011,chapter,312,312,13,Nákup služeb,tree-depth-3,2,2460431,3105446,3328281
2011,chapter,312,312,14,"Konzultační, poradenské a právní služby",tree-depth-4,13,113442,470556,586190
2011,chapter,312,312,15,Nájemné,tree-depth-4,13,166583,345475,345900
2011,chapter,312,312,16,Nájemné za půdu,tree-depth-4,13,30,35,35
2011,chapter,312,312,17,Nákup ostatních služeb,tree-depth-4,13,1708200,1825270,1919246
2011,chapter,312,312,18,Služby peněžních ústavů,tree-depth-4,13,14087,13516,13519
2011,chapter,312,312,19,Služby pošt,tree-depth-4,13,98909,128819,129656
2011,chapter,312,312,20,Služby školení a vzdělávání,tree-depth-4,13,19779,19258,19258
2011,chapter,312,312,21,Služby telekomunikací a radiokomunikací,tree-depth-4,13,190913,225833,237344
2011,chapter,312,312,22,Služby zpracování dat,tree-depth-4,13,148488,76683,77133
2011,chapter,312,312,23,"Nákup vody, paliv a energie",tree-depth-3,2,422862,409053,411732
2011,chapter,312,312,24,Elektrická energie,tree-depth-4,23,173709,180172,181931
2011,chapter,312,312,25,Nákup ostatních paliv a energie,tree-depth-4,23,2355,1887,1887
2011,chapter,312,312,26,Pevná paliva,tree-depth-4,23,27929,4313,4313
2011,chapter,312,312,27,Plyn,tree-depth-4,23,108170,72370,72871
2011,chapter,312,312,28,Pohonné hmoty a maziva,tree-depth-4,23,36370,45408,45408
2011,chapter,312,312,29,Studená voda,tree-depth-4,23,19634,26330,26351
2011,chapter,312,312,30,Teplá voda,tree-depth-4,23,393,874,874
2011,chapter,312,312,31,Teplo,tree-depth-4,23,54302,77700,78097
2011,chapter,312,312,32,Ostatní nákupy,tree-depth-3,2,321907,399525,434417
2011,chapter,312,312,33,Cestovné (tuzemské i zahraniční),tree-depth-4,32,84404,91263,102406
2011,chapter,312,312,34,Nájemné za nájem s právem koupě,tree-depth-4,32,18334,0,0
2011,chapter,312,312,35,Nákup uměleckých předmětů,tree-depth-4,32,1180,1072,1072
2011,chapter,312,312,36,Opravy a udržování,tree-depth-4,32,200552,285755,309331
2011,chapter,312,312,37,Ostatní nákupy jinde nezařazené,tree-depth-4,32,11172,13377,13377
2011,chapter,312,312,38,Pohoštění,tree-depth-4,32,3020,3326,3446
2011,chapter,312,312,39,Programové vybavení,tree-depth-4,32,2340,3882,3934
2011,chapter,312,312,40,Účastnické poplatky na konference,tree-depth-4,32,905,850,850
2011,chapter,312,312,41,"Poskytnuté zálohy, jistiny, záruky a vládní úvěry",tree-depth-3,2,1530,14,114
2011,chapter,312,312,42,Ostatní poskytované zálohy a jistiny,tree-depth-4,41,1530,14,114
